Isg15	-0.0946655733558794	Rac2
B2m	-0.0120968498350681	Tnnt1
B2m	-0.125039200448867	Gabra5
B2m	-0.18682662553126	S100a8
B2m	0.0727069292324919	Hist1h2ag
H2-D1	0.0665706876287975	S100a8
H2-Aa	0.236749610351312	Hba-a1
H2-Aa	-0.0188723140540551	S100a8
H2-Aa	0.0477922843264057	Gnal
C1qb	-0.0601054228244191	Actn2
C1qb	-0.0485315050981343	Gabra5
C1qa	-0.119565475243336	Actn2
C1qa	0.0245875469585028	Ccl12
C1qa	-0.109204619948951	Gabra5
C1qa	0.0283275302620134	Cfp
H2-T23	-0.00167257387090633	S100a9
H2-T23	0.0301273425001695	Hbb-b2
H2-T23	0.0425187981072052	Hba-a1
H2-T23	-0.00671142124346042	Tnnt1
H2-T23	-0.0260737971764386	S100a8
Cd74	0.0540943442879978	Hbb-b2
Cd74	0.061907227018402	Hba-a1
Cxcl10	0.00933591997950171	Gnrh1
Cxcl10	0.0254335827028515	Rtp4
Cxcl10	-0.0663851874234653	Tgm2
Cxcl10	0.124856798878129	Bglap2
Rac2	-0.0928230058654778	Gpr83
H2-Eb1	0.189799799929612	Hba-a1
H2-Eb1	-0.0463749590448889	S100a8
Hbb-b2	-0.0555984559910962	Oxt
Mmp3	0.0661259950940662	Oasl2
Ctss	0.161484465140361	H2-T23
Ctss	0.148826508086948	Hba-a1
Ctss	0.0411952572028651	Lyz2
Ctss	-0.197201046199833	Ccl7
Ccl5	0.0579579661734412	Bglap2
Gnrh1	-0.0506045010714759	Drd2
Gnrh1	0.11904411683748	Gh
Gnrh1	0.422164158687684	Ifitm3
Gnrh1	-0.589682642041656	Tubb6
C4b	0.0258172810708697	H2-T23
Apoc1	0.0391829317992482	Pttg1
Fn1	0.00479782277978045	Ifit3
Fn1	0.0302214579468864	Serping1
Fn1	0.0012142501127657	Adora2a
Fn1	0.0079518091027607	Oasl2
Ube2c	0.814382340083687	Gngt2
Ube2c	-0.115030983940218	Col3a1
Ube2c	-0.758213995792465	Ptpn6
Fcer1g	-0.0182025301891789	Gabra5
Adcy5	0.0243921498450115	C3
H2-Ab1	-0.0276395555401594	S100a8
H2-Ab1	-0.0360768590775854	Gnal
Hba-a1	-0.0676595080795035	Oxt
Hba-a2	-0.0175668921262677	Ccl2
Oxt	-0.166142098282012	Tubb6
Tac1	0.0844425752524782	C1qc
Tac1	0.250142889764546	Bglap2
Tac1	0.110646975212704	Fcgr4
Ccl9	0.0243323648835215	C1qc
Spp1	0.0278435109365565	Dusp5
Avp	-0.17932331239437	Drd2
Avp	-0.0270507759792764	Tubb6
Ctsc	-0.0348732807110872	Eif4ebp1
Gng13	-0.124967215827143	Pmch
C3	0.0798351694322615	C1qc
C3	0.030773043951585	Bglap2
Usp18	-0.174045657978406	Tgm2
Usp18	-0.0944370532089447	Gabra2
Gng5	0.0752538597577453	Gh
Gng5	-0.0364005993336251	Ccl6
Ifit3	-0.114374035478672	Tgm2
Ifit3	-0.0480444417231895	Gabra2
Cd14	0.0043732223911372	Gpr83
Cd14	0.0654745430821585	Vim
Serping1	-0.00963270582427003	Adora2a
Fcgr3	-0.0066746154304344	Adcy5
Fcgr3	0.0436114218200763	Rps6ka1
Fcgr3	-0.0183112251732622	Gabra5
Srgn	0.0441716975262221	Oasl2
Gm11127	0.156199485817585	H2-D1
Gm11127	0.011913689968082	Cd74
Gm11127	0.0173688751991242	Tnnt1
Gm11127	-0.158724080432583	S100a8
Psmb8	-0.0565051863401527	S100a8
Gngt2	0.0259958890411347	Gh
C1qc	-0.0457275564460174	Actn2
C1qc	-0.0355348005482303	Gabra5
Rtp4	-0.119585899863569	Tgm2
Anxa2	0.00563831863363204	Cyba
Birc5	0.0724208215253394	Gng13
Chi3l3	0.050408262989831	Bst2
Alox5ap	-0.0732465989548415	Gabra5
Tyrobp	-0.269659121457131	Gpr83
Tyrobp	0.125415750897384	Cfp
Tgm2	0.0721218231923311	Ube2c
Cd53	-0.0586113963701469	Gabra5
Cd53	-0.0264160861573023	Gpr83
Lyz2	-0.0876164299088603	Gabra5
Hcls1	-0.144462527905328	Gpr83
Lgals3	0.0215312491721169	Ube2c
